test_num,ts_history_size,ts_distances_increase,ts_price_point_percentage,net_benefits,final_balance,initial_deposit,test_years,total_transactions,benefit_factor,expected_benefit,dd_amount,dd_percent,total_profit_percent,avg_year_profit_percent,avg_year_profit_vs_dd_ratio
5453,80,0.2,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5454,75,0.2,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5455,70,0.2,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5456,65,0.2,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5457,60,0.2,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5458,55,0.2,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5459,50,0.2,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5460,45,0.2,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5461,40,0.2,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5462,35,0.2,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5463,30,0.2,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5464,25,0.2,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5465,20,0.2,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5466,100,0.15,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5467,95,0.15,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5468,90,0.15,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5469,85,0.15,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5470,80,0.15,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5471,75,0.15,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5472,70,0.15,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5473,65,0.15,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5474,60,0.15,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5475,55,0.15,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5476,50,0.15,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5477,45,0.15,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5478,40,0.15,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5479,35,0.15,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5480,30,0.15,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5481,25,0.15,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5482,20,0.15,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5483,100,0.1,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5484,95,0.1,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5485,90,0.1,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5486,85,0.1,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5487,80,0.1,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5488,75,0.1,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5489,70,0.1,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5490,65,0.1,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5491,60,0.1,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5492,55,0.1,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5493,50,0.1,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5494,45,0.1,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5495,40,0.1,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5496,35,0.1,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5497,30,0.1,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5498,25,0.1,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5499,20,0.1,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5500,100,0.4,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5501,20,0.45,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5502,25,0.45,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5503,30,0.45,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5504,100,0.45,0.75,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5505,85,0.4,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5506,80,0.4,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5507,75,0.4,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5508,70,0.4,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5509,65,0.4,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5510,60,0.4,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5511,55,0.4,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5512,50,0.4,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5513,45,0.4,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5514,40,0.4,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5515,30,0.4,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5516,25,0.4,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5517,20,0.4,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5518,100,0.35,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5519,95,0.35,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5520,90,0.35,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5521,85,0.35,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5522,30,0.35,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5523,25,0.35,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5524,20,0.35,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5525,100,0.3,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5526,95,0.3,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5527,90,0.3,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5528,85,0.3,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5529,80,0.3,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5530,75,0.3,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5531,70,0.3,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5532,65,0.3,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5533,60,0.3,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5534,55,0.3,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5535,50,0.3,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5536,45,0.3,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5537,40,0.3,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5538,35,0.3,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5539,30,0.3,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5540,25,0.3,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5541,20,0.3,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5542,100,0.25,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5543,95,0.25,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5544,90,0.25,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5545,85,0.25,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5546,80,0.25,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5547,75,0.25,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5548,70,0.25,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5549,65,0.25,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5550,60,0.25,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5551,55,0.25,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5552,50,0.25,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5553,45,0.25,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5554,40,0.25,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5555,35,0.25,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5556,30,0.25,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5557,100,0.2,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5558,95,0.2,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5559,90,0.2,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5560,85,0.2,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5561,80,0.2,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5562,75,0.2,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5563,70,0.2,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5564,65,0.2,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5565,60,0.2,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5566,55,0.2,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5567,50,0.2,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5568,45,0.2,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5569,40,0.2,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5570,35,0.2,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5571,100,0.15,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5572,95,0.15,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5573,90,0.15,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5574,85,0.15,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5575,80,0.15,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5576,75,0.15,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5577,70,0.15,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5578,65,0.15,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5579,60,0.15,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5580,55,0.15,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5581,50,0.15,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5582,45,0.15,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5583,40,0.15,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5584,35,0.15,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5585,100,0.1,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5586,95,0.1,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5587,90,0.1,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5588,85,0.1,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5589,80,0.1,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5590,75,0.1,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5591,70,0.1,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5592,65,0.1,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5593,60,0.1,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5594,55,0.1,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5595,50,0.1,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5596,45,0.1,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5597,40,0.1,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5598,35,0.1,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5599,30,0.1,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5600,25,0.1,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5601,20,0.1,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5602,50,0.1,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5603,45,0.1,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5604,40,0.1,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5605,35,0.1,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5606,100,0.5,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5607,95,0.5,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5608,90,0.5,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5609,85,0.5,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5610,80,0.5,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5611,75,0.5,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5612,70,0.5,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5613,65,0.5,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5614,60,0.5,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5615,55,0.5,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5616,50,0.5,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5617,45,0.5,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5618,40,0.5,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5619,100,0.45,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5620,95,0.45,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5621,90,0.45,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5622,85,0.45,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5623,80,0.45,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5624,75,0.45,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5625,70,0.45,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5626,65,0.45,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5627,60,0.45,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5628,55,0.45,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5629,50,0.45,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5630,45,0.45,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5631,40,0.45,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5632,30,0.45,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5633,25,0.45,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5634,20,0.45,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5635,100,0.4,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5636,95,0.4,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5637,90,0.4,0.8,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5638,40,0.45,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5639,35,0.45,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5640,30,0.45,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5641,25,0.45,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5642,20,0.45,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5643,100,0.4,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5644,95,0.4,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5645,90,0.4,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5646,85,0.4,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5647,80,0.4,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5648,75,0.4,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5649,70,0.4,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5650,65,0.4,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5651,60,0.4,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5652,55,0.4,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5653,50,0.4,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5654,45,0.4,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5655,40,0.4,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5656,35,0.4,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5657,30,0.4,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5658,25,0.4,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5659,20,0.4,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5660,100,0.35,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5661,95,0.35,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5662,90,0.35,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5663,85,0.35,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5664,80,0.35,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5665,75,0.35,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5666,70,0.35,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5667,65,0.35,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5668,60,0.35,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5669,55,0.35,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5670,50,0.35,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5671,45,0.35,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5672,40,0.35,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5673,35,0.35,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5674,30,0.35,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5675,25,0.35,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5676,20,0.35,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5677,100,0.3,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5678,95,0.3,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5679,90,0.3,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5680,85,0.3,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5681,80,0.3,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5682,75,0.3,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5683,70,0.3,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5684,65,0.3,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5685,60,0.3,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5686,55,0.3,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5687,50,0.3,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5688,45,0.3,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5689,40,0.3,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5690,35,0.3,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5691,100,0.25,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5692,95,0.25,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5693,90,0.25,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5694,85,0.25,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5695,80,0.25,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5696,75,0.25,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5697,70,0.25,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5698,65,0.25,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5699,60,0.25,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5700,55,0.25,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5701,50,0.25,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5702,45,0.25,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5703,40,0.25,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5704,35,0.25,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5705,20,0.25,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5706,100,0.2,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5707,95,0.2,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5708,90,0.2,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5709,85,0.2,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5710,80,0.2,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5711,75,0.2,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5712,70,0.2,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5713,65,0.2,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5714,60,0.2,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5715,55,0.2,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5716,50,0.2,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5717,45,0.2,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5718,40,0.2,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5719,35,0.2,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5720,30,0.2,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5721,25,0.2,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5722,20,0.2,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5723,100,0.15,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
5724,95,0.15,0.85,-3000,12000,15000,3,N/A,N/A,N/A,3000,20,-20,-20,-1
